x,y
0.613902155255401,0.5655483344406812
0.0841381808158948,0.1281277857537008
0.1074879379011596,0.0629543537935243
0.8225246311712476,0.7939276321338151
0.6323410142961596,0.5426336762997902
0.2712402290439616,0.350743978444444
0.376782669860537,0.4518942747862589
0.3545978141286446,0.3559290159204119
0.1793548698341744,0.2176992397940569
0.4174176854004043,0.4977868197108391
0.8252772452002375,0.7054311946370493
0.9523666366015248,0.8198875756080196
0.0698420555941143,0.1578429497304873
0.1349511491179169,0.2473048216234485
0.1425900077138189,0.2688908343052033
0.7218313986209844,0.5583493178447947
0.5030348106579038,0.5162103175031697
0.9822873109838622,0.8161631924449279
0.5243464915145788,0.585827618577846
0.769976018567572,0.7911703062980391
0.1992317615759082,0.2470239764129278
0.019574964788889,0.2164090297371686
0.1382961651903831,0.2901240255738524
0.3471977959920108,0.3367944466675698
0.7985535257222084,0.799465442179713
0.4003982099409089,0.5521555485553867
0.2614285273953852,0.3720772240977512
0.9405810388068292,0.8748428812032459
0.9429916311573768,0.7817479206822874
0.9412802554802572,0.8726830354874613
0.3834984567046453,0.368302686114883
0.2987392134137905,0.3836140586687585
0.9276070319675646,0.9239776681038026
0.6291311892921035,0.5570281319287702
0.6593377630488726,0.6672098280296399
0.3590554279993706,0.3483074903433431
0.2019298686870499,0.2668948691431695
0.0488407245290235,0.2115231396663064
0.5493965581786024,0.5094853526007301
0.70651439715248,0.6704707027786768
0.3836626024623665,0.3869145040798103
0.1032039934100875,0.1246756316920726
0.8324653292952485,0.7048865924152031
0.0954339172497671,0.1280056744429036
0.9830700120733652,0.7078976184578974
0.0428339874000059,0.2519872592627682
0.9590517632092088,0.8915593361481423
0.166201934354706,0.3027583941027264
0.3045509775386951,0.3977733072220837
0.9904082656391986,0.8192232554612059
0.7918070924532138,0.6693520036021562
0.6697684257934536,0.6681691771808141
0.590525410282199,0.476733213913357
0.6084560561179848,0.5052106002304187
0.6223538877347914,0.5131306353172307
0.6217600226002574,0.5832056945046153
0.1052114505188554,0.0807782849582322
0.4661793601750739,0.4170019902153647
0.601610867583011,0.4863030868076852
0.92339693227127,0.924290815754604
0.8929825255293355,0.7778660498748557
0.5287870991686336,0.4999127510262983
0.787298813219248,0.76759716723369
0.4608848367214344,0.4318025040739441
0.4071280389744452,0.4466645963271606
0.0253940038334965,0.1697271527981254
0.0290666882505911,0.1650088598737913
0.949101306531789,0.846359717240682
0.3440680829907721,0.3207839121868124
0.1269168139073026,0.1666826351825218
0.1527346991523051,0.2142889823078125
0.8323197957405785,0.6626524721482386
0.4629583540002384,0.4359001004989126
0.1740001221806822,0.2940980434101777
0.0389459226316513,0.1478434334074994
0.8572110700954769,0.7420335849957755
0.6045951475235779,0.4298769598244471
0.8464858093730151,0.5861493042031629
0.7483030544627446,0.7061176623967657
0.7025364460472449,0.6111482659569358
0.6517416422736994,0.5994431732631441
0.2569543649646746,0.3095902629792635
0.135056672711737,0.2271142935126761
0.8190500369147324,0.7012841190770217
0.5398380424296514,0.5332342969593779
0.2213997640112897,0.2169865317994909
0.1721715812599905,0.351720302010153
0.8068210975496074,0.7974650581223759
0.4405788921924349,0.391137210871864
