x,y
0.006476769798852462,0.11744983779969657
0.9673254271854554,0.7602641539535644
0.10750331165766934,0.06295435379352433
0.3877981548680906,0.45031537053282983
0.41430364593352453,0.4865765467608046
0.6558820879429085,0.6688729693927833
0.5574143235244712,0.5891608108855797
0.10160443638077585,0.13130249345062517
0.17938052255532158,0.21769923979405695
0.41747738770731885,0.4977868197108391
0.018389284274822337,0.14812908320177426
0.6196807303641152,0.4916637430525952
0.06985204494527138,0.15784294973048738
0.09437568064718249,0.10347060850321158
0.6513549650076115,0.601615232618636
0.7219346405324037,0.5583493178447947
0.5031067585884899,0.5162103175031697
0.9824278053150076,0.8161631924449279
0.810370473032383,0.7233933355759662
0.7700861464950296,0.7911703062980391
0.754433242918726,0.6866460554147423
0.3175345916822412,0.32292984239542216
0.3798408359462427,0.4260000187658915
0.5139548974805286,0.4903030681090841
0.7986677410258426,0.799465442179713
0.5903480607469734,0.5171784955861715
0.2614659189260382,0.3720772240977512
0.9407155679842477,0.8748428812032459
0.7271305263299288,0.6201907035238314
0.9903857414660496,0.8051651442298557
0.3835533076210396,0.368302686114883
0.5576468531527223,0.5971372436883591
0.9277397055021452,0.9239776681038026
0.7464728932833683,0.6117032445581937
0.03748230655186322,0.2714847458528664
0.5138112011756347,0.5250649801618439
0.2019587502591951,0.26689486914316957
0.026514788457132562,0.1352833059381139
0.9896626713486717,0.872196342352094
0.441978026199921,0.46337278779941604
0.06986997747310107,0.14150155777420553
0.10321875444371137,0.12467563169207264
0.14310626606128615,0.2764426085387058
0.5973993374998956,0.5132595688884695
0.9832106183524759,0.7078976184578974
0.17503883405362372,0.2945463254733213
0.17972185405889476,0.32169033756616516
0.1898463972180273,0.24555549929476758
0.020242040504397967,0.1828954646743006
0.9905499214921103,0.8192232554612059
0.3551773563462692,0.3035827453713825
0.3944148072191913,0.44528582773215225
0.5906098717952555,0.47673321391335705
0.6085430822107377,0.5052106002304187
0.6224429016029491,0.5131306353172307
0.6218489515292289,0.5832056945046153
0.7837845351963252,0.8001290713643345
0.46624603675398235,0.4170019902153647
0.020538152521972636,0.12818118161764752
0.9235290036448187,0.924290815754604
0.37258966062801663,0.3533244237305631
0.5288627303907671,0.49991275102629834
0.8813723644123488,0.84565316376488
0.46095075603663493,0.43180250407394416
0.6033026756859774,0.5260422207506035
0.7040002074122906,0.5665094863859561
0.02907084559323292,0.16500885987379132
0.3045945367758048,0.39777330722208376
0.9998061270391857,0.8854640548389595
0.1269349665319794,0.1666826351825218
0.5596921659536235,0.5525787236367747
0.14914833899708052,0.22594142930878314
0.7412444563789656,0.5867065312891602
0.4636157492416797,0.3786214979684263
0.2581951708845018,0.25456858334429666
0.20820179772819877,0.26499785094535133
0.9151592912219788,0.865214637717426
0.14505040310994946,0.3226523829616278
0.7484100825551928,0.7061176623967657
0.445354118105709,0.33829479617977715
0.18923356646188647,0.2787238282656715
0.3833470719357595,0.41965807181970555
0.3950611322531903,0.5257582481360572
0.26102467881838276,0.32610473853199934
0.9715682790144843,0.7401986320568588
0.22143143031850215,0.2169865317994909
0.6442373748105181,0.5884668962628516
0.5565565460192271,0.5952370044152768
0.9837079376288759,0.8111931507072832
0.12732140915858273,0.22510772413285762
0.5311730746505288,0.5943814566299559
0.6542219160026449,0.6394344558314351
0.4630245698859229,0.4359001004989126
0.8373524449618048,0.6901127078004277
0.6923405115364559,0.6552409570788761
0.9645608577584841,0.7621108789396945
0.9511101281327865,0.8072976401497224
0.8786314657708016,0.7603699266022681
0.3288456835065196,0.268428043553053
0.7665567629083887,0.6660394095464139
0.1322305831568712,0.2776437012902279
0.08844015506701347,0.07475821260370479
0.5334573342172964,0.525130367866289
0.15061584175649037,0.18935639753273417
0.6464924252929939,0.6500999904729781
0.42054464824466137,0.5006691655866432
0.2913415144172907,0.4105821621370461
0.7538649867462123,0.6262482997382208
0.9464841945313316,0.8365382817159748
0.24522728603887295,0.22696499632442535
0.898736841252374,0.8239133332633513
0.7495500255721357,0.6320867537063201
0.9366792680511495,0.781719329109947
0.8209619583262416,0.7369681086741107
0.5164713325277248,0.6807749633506796
0.7104175315168855,0.5998402900452277
0.3355060159357468,0.3251120564585757
0.625814401242876,0.6494018003158696
0.8300347318435863,0.6882264428216116
0.2020808152361466,0.184521439864376
0.05016152178393556,0.09006419785564247
0.1253382128314046,0.22285986312672063
0.3587323419819948,0.3538745408909585
0.596468209349688,0.47540838844083577
0.16239658378042277,0.3906278435625162
0.6244427975619813,0.5748731915965385
0.5107779439089947,0.5401263096003516
0.9574532813477088,0.7261976882838769
0.28564025788878894,0.4079233156137511
0.1238258165016093,0.18326096706143757
0.3198980323322396,0.37703347193946546
0.49387301523250066,0.35723367735960054
0.37683656023313705,0.45189427478625893
0.35451927989789883,0.3075018040162773
0.817893530434296,0.7603464969083137
0.2295511381248135,0.25737102640153936
0.6861202686978027,0.6293308781263172
0.5112775071787207,0.5385245267813584
0.7947692892675556,0.7777094633539748
0.6697864320025293,0.7131126829975475
0.4333341047618866,0.4599335272764315
0.8004131734799109,0.7654094396484417
0.18558267765592026,0.187508098944817
0.4259277374973163,0.5139197339162933
0.06276042886981754,0.12642403346692285
0.8938824207311086,0.899114440099937
0.650432255389813,0.6401358702080671
0.020398299181144615,0.0763358376734942
0.6817156476817032,0.6536230140590278
0.5993499939925262,0.5452580400953869
0.11070444682409174,0.2126957640010803
0.4951302100727132,0.5027708364599575
0.27166588442242545,0.40834369221904865
0.37744151146286625,0.3691242801659968
0.08334592471513637,0.11378099663296101
0.9810160749668396,0.7952957881624184
0.4933871672263695,0.4632360845821966
0.8869828244659983,0.8429293465975682
0.07860528860995121,0.0644746254364027
0.29522047702646137,0.36254933162782405
0.7512985388866397,0.7722397858862184
0.23841523399379025,0.17687207525022117
0.22491029324091918,0.13696421880612125
0.11050083634484847,0.17369027652020388
0.4340613441516548,0.4052135891608009
0.39654972416529305,0.4578584095700376
0.9858096533362307,0.7472595056625482
0.24263786510195862,0.30093052150849553
0.4581374945087186,0.3390992694305219
0.3724518693142907,0.3870125334202642
0.7537337826647578,0.6997443789131874
0.6580309037015958,0.7454495431444388
0.46850747096291356,0.4168056584314167
0.930789283087778,0.8261227674505628
0.08360077599556337,0.19041496958296317
0.5414969046321753,0.6385710760729998
0.41695316395184334,0.5349877450813998
0.5811962464341148,0.4363009241996939
0.0733437469860961,0.1182481168587343
0.06605988653313975,0.12256433256143962
